type	journal	pubmed
c("Journal Article", "Review")	The Lancet. Neurology	28238712
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Neurology	28238711
Journal Article	The Lancet. Neurology	28238710
Journal Article	The lancet. Psychiatry	28238702
Journal Article	The lancet. Psychiatry	28238701
Journal Article	The Lancet. Infectious diseases	28238602
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Infectious diseases	28238601
Journal Article	The Lancet. Oncology	28238599
Journal Article	The Lancet. Oncology	28238598
Journal Article	The Lancet. Oncology	28238597
Journal Article	The Lancet. Oncology	28238596
Journal Article	The Lancet. Oncology	28238595
Journal Article	The Lancet. Oncology	28238594
c("Journal Article", "Multicenter Study")	The Lancet. Oncology	28238593
Journal Article	The Lancet. Oncology	28238592
Journal Article	Lancet (London, England)	28238456
c("Journal Article", "Meta-Analysis", "Review")	BMJ open	28237963
c("Evaluation Studies", "Journal Article")	BMJ open	28237962
Journal Article	BMJ open	28237961
c("Journal Article", "Meta-Analysis", "Review")	BMJ open	28237960
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	BMJ open	28237959
Journal Article	BMJ open	28237958
c("Journal Article", "Multicenter Study")	BMJ open	28237957
c("Journal Article", "Review")	BMJ open	28237956
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	BMJ open	28237955
c("Journal Article", "Review")	BMJ open	28237954
Journal Article	BMJ open	28237953
Journal Article	BMJ open	28237952
Journal Article	The lancet. Diabetes &amp; endocrinology	28237791
Journal Article	The lancet. Diabetes &amp; endocrinology	28237790
Journal Article	The lancet. Diabetes &amp; endocrinology	28237789
Journal Article	The lancet. Psychiatry	28237639
Journal Article	The lancet. Psychiatry	28237638
Journal Article	The Lancet. Oncology	28237632
Journal Article	Lancet (London, England)	28237266
Journal Article	Lancet (London, England)	28237265
Journal Article	Lancet (London, England)	28237264
Journal Article	Lancet (London, England)	28237263
Journal Article	Lancet (London, England)	28237262
Journal Article	The Lancet. Global health	28237252
Journal Article	The Lancet. Global health	28237251
Journal Article	The lancet. Psychiatry	28236956
Journal Article	The lancet. Psychiatry	28236955
Journal Article	The lancet. Psychiatry	28236954
Journal Article	The lancet. Psychiatry	28236944
Journal Article	The lancet. Psychiatry	28236943
Journal Article	The lancet. Psychiatry	28236942
Journal Article	The lancet. Psychiatry	28236941
Journal Article	The lancet. Psychiatry	28236940
Journal Article	Lancet (London, England)	28236835
Journal Article	Lancet (London, England)	28236834
Journal Article	Lancet (London, England)	28236833
Journal Article	Lancet (London, England)	28236832
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28236583
Journal Article	Lancet (London, England)	28236468
Journal Article	Lancet (London, England)	28236467
Journal Article	Lancet (London, England)	28236465
Journal Article	Lancet (London, England)	28236464
c("Journal Article", "Review")	BMJ open	28235972
Journal Article	BMJ open	28235971
Journal Article	BMJ open	28235970
c("Journal Article", "Multicenter Study")	BMJ open	28235969
Journal Article	BMJ open	28235968
c("Journal Article", "Multicenter Study")	BMJ open	28235967
Journal Article	BMJ open	28235966
c("Journal Article", "Meta-Analysis", "Review")	BMJ open	28235965
Journal Article	BMJ open	28235964
Journal Article	BMJ open	28235963
Journal Article	BMJ (Clinical research ed.)	28235880
Journal Article	BMJ (Clinical research ed.)	28235845
Journal Article	BMJ (Clinical research ed.)	28235808
Journal Article	BMJ (Clinical research ed.)	28235807
Journal Article	BMJ (Clinical research ed.)	28235794
Journal Article	BMJ (Clinical research ed.)	28235770
Journal Article	The lancet. HIV	28233661
Journal Article	The lancet. HIV	28233660
c("Journal Article", "Review")	The Lancet. Infectious diseases	28233632
Journal Article	Lancet (London, England)	28233565
Journal Article	BMJ open	28232468
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28232467
Journal Article	BMJ open	28232466
c("Journal Article", "Review")	BMJ open	28232465
Journal Article	BMJ (Clinical research ed.)	28232322
Journal Article	BMJ (Clinical research ed.)	28232306
Journal Article	JAMA	28231350
Journal Article	JAMA	28231349
Journal Article	The Lancet. Global health	28229925
c("Journal Article", "Review")	The Lancet. Global health	28229924
c("Journal Article", "Review")	The Lancet. Neurology	28229895
c("Journal Article", "Review")	The Lancet. Neurology	28229894
c("Journal Article", "Multicenter Study")	The Lancet. Neurology	28229893
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Neurology	28229892
Journal Article	The Lancet. Neurology	28229891
Journal Article	The Lancet. Neurology	28229890
Journal Article	The Lancet. Neurology	28229882
Journal Article	The Lancet. Neurology	28229881
Journal Article	Lancet (London, England)	28229867
Journal Article	Lancet (London, England)	28229866
Journal Article	Lancet (London, England)	28229865
Journal Article	Lancet (London, England)	28229864
Journal Article	BMJ open	28228448
Journal Article	BMJ open	28228447
Journal Article	BMJ (Clinical research ed.)	28228383
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28228381
Journal Article	BMJ (Clinical research ed.)	28228380
Journal Article	BMJ (Clinical research ed.)	28228379
Journal Article	BMJ (Clinical research ed.)	28228374
c("Journal Article", "Review")	The New England journal of medicine	28225683
Journal Article	The New England journal of medicine	28225681
Journal Article	The New England journal of medicine	28225680
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28225674
Journal Article	The New England journal of medicine	28225673
Journal Article	The New England journal of medicine	28225672
Journal Article	The New England journal of medicine	28225671
Journal Article	The New England journal of medicine	28225670
Journal Article	The New England journal of medicine	28225667
Journal Article	The New England journal of medicine	28225666
Journal Article	The New England journal of medicine	28225665
Journal Article	BMJ (Clinical research ed.)	28223421
Journal Article	BMJ (Clinical research ed.)	28223272
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28223268
Journal Article	BMJ (Clinical research ed.)	28223266
c("Journal Article", "Multicenter Study")	The Lancet. Oncology	28223062
Journal Article	The Lancet. Oncology	28223061
Journal Article	The Lancet. Oncology	28223060
Journal Article	The Lancet. Neurology	28222966
Journal Article	BMJ open	28219961
Journal Article	BMJ open	28219960
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	BMJ open	28219959
Journal Article	BMJ open	28219958
c("Journal Article", "Review")	BMJ open	28219957
Journal Article	BMJ (Clinical research ed.)	28219899
Journal Article	BMJ (Clinical research ed.)	28219894
Journal Article	BMJ (Clinical research ed.)	28219883
c("Journal Article", "Multicenter Study")	The Lancet. Haematology	28219694
Journal Article	The Lancet. Haematology	28219693
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Haematology	28219692
Journal Article	The lancet. Psychiatry	28219628
c("Journal Article", "Randomized Controlled Trial")	The lancet. HIV	28219619
Journal Article	The lancet. HIV	28219618
Journal Article	The Lancet. Respiratory medicine	28219615
Journal Article	The Lancet. Respiratory medicine	28219614
Journal Article	The Lancet. Respiratory medicine	28219613
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Respiratory medicine	28219612
Journal Article	The lancet. HIV	28219611
c("Journal Article", "Randomized Controlled Trial")	The lancet. HIV	28219610
c("Journal Article", "Review")	The lancet. Psychiatry	28219609
Journal Article	The Lancet. Infectious diseases	28216245
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Infectious diseases	28216244
c("Journal Article", "Meta-Analysis", "Review")	The Lancet. Infectious diseases	28216243
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Neurology	28216232
Journal Article	The lancet. Psychiatry	28216024
Journal Article	The lancet. Diabetes &amp; endocrinology	28215938
Journal Article	The lancet. Diabetes &amp; endocrinology	28215937
Journal Article	The Lancet. Oncology	28215927
Journal Article	The Lancet. Global health	28215849
Journal Article	Lancet (London, England)	28215665
Journal Article	Lancet (London, England)	28215664
Journal Article	Lancet (London, England)	28215663
Journal Article	Lancet (London, England)	28215662
Journal Article	Lancet (London, England)	28215661
Journal Article	Lancet (London, England)	28215659
Journal Article	The Lancet. Respiratory medicine	28215638
Journal Article	The Lancet. Respiratory medicine	28215502
Journal Article	The Lancet. Respiratory medicine	28215501
Journal Article	The Lancet. Haematology	28215406
Journal Article	Lancet (London, England)	28215362
Journal Article	The Lancet. Infectious diseases	28215347
c("Journal Article", "Review")	The Lancet. Oncology	28214420
c("Journal Article", "Review")	The Lancet. Oncology	28214419
Journal Article	The Lancet. Oncology	28214413
c("Journal Article", "Review")	The Lancet. Oncology	28214412
c("Journal Article", "Review")	The Lancet. Oncology	28214411
Journal Article	The Lancet. Oncology	28214410
Journal Article	The Lancet. Oncology	28214409
Journal Article	The Lancet. Oncology	28214408
Journal Article	The Lancet. Oncology	28214407
Journal Article	The Lancet. Oncology	28214406
Journal Article	The Lancet. Oncology	28214405
Journal Article	The Lancet. Oncology	28214404
c("Journal Article", "Review")	The Lancet. Infectious diseases	28214126
Journal Article	Lancet (London, England)	28214094
Journal Article	Lancet (London, England)	28214093
Journal Article	Lancet (London, England)	28214091
Journal Article	Lancet (London, England)	28214090
Journal Article	BMJ (Clinical research ed.)	28213612
Journal Article	BMJ open	28213604
Journal Article	BMJ open	28213603
Journal Article	BMJ open	28213602
Journal Article	BMJ open	28213601
c("Journal Article", "Meta-Analysis", "Review")	BMJ open	28213600
Journal Article	BMJ open	28213599
c("Journal Article", "Review")	BMJ open	28213598
Journal Article	BMJ open	28213597
Journal Article	BMJ open	28213596
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	BMJ open	28213595
Journal Article	BMJ open	28213594
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28213593
Journal Article	BMJ (Clinical research ed.)	28213549
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28213479
Journal Article	BMJ (Clinical research ed.)	28213363
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28212060
Journal Article	BMJ (Clinical research ed.)	28209781
Journal Article	BMJ (Clinical research ed.)	28209724
Journal Article	BMJ (Clinical research ed.)	28209642
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	BMJ open	28209607
Journal Article	BMJ open	28209606
Journal Article	BMJ open	28209605
Journal Article	BMJ open	28209604
Journal Article	BMJ (Clinical research ed.)	28209586
Journal Article	BMJ (Clinical research ed.)	28209574
Journal Article	BMJ (Clinical research ed.)	28209573
Journal Article	BMJ (Clinical research ed.)	28209572
Journal Article	BMJ (Clinical research ed.)	28209565
Journal Article	BMJ (Clinical research ed.)	28209564
Journal Article	Lancet (London, England)	28209372
Journal Article	Lancet (London, England)	28209371
Journal Article	The Lancet. Infectious diseases	28209337
Journal Article	The Lancet. Infectious diseases	28209336
Journal Article	The Lancet. Neurology	28209332
Journal Article	The Lancet. Neurology	28209331
Journal Article	The Lancet. Oncology	28209299
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28209298
Journal Article	The Lancet. Oncology	28209297
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28209296
Journal Article	JAMA	28208176
Journal Article	JAMA	28208169
c("Journal Article", "Review")	The Medical journal of Australia	28208047
c("Journal Article", "Review")	The Medical journal of Australia	28208046
Journal Article	The Medical journal of Australia	28208045
Journal Article	The Medical journal of Australia	28208044
Journal Article	The Medical journal of Australia	28208043
Journal Article	The Medical journal of Australia	28208040
Journal Article	The Medical journal of Australia	28208039
Journal Article	The Medical journal of Australia	28208038
Journal Article	The Medical journal of Australia	28208036
Journal Article	The Medical journal of Australia	28208035
Journal Article	The Medical journal of Australia	28208034
Journal Article	The Medical journal of Australia	28208033
Journal Article	The Medical journal of Australia	28208031
c("Journal Article", "Meta-Analysis", "Review")	BMJ (Clinical research ed.)	28202713
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	BMJ open	28202500
Journal Article	BMJ open	28202499
Journal Article	BMJ (Clinical research ed.)	28202498
Journal Article	BMJ (Clinical research ed.)	28202490
Journal Article	BMJ (Clinical research ed.)	28202464
Journal Article	BMJ (Clinical research ed.)	28202448
Journal Article	BMJ (Clinical research ed.)	28202445
Journal Article	BMJ (Clinical research ed.)	28202443
Journal Article	BMJ (Clinical research ed.)	28202442
Journal Article	BMJ (Clinical research ed.)	28202436
Journal Article	BMJ (Clinical research ed.)	28202432
Journal Article	The New England journal of medicine	28199816
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28199814
c("Journal Article", "Review")	The New England journal of medicine	28199811
Journal Article	The New England journal of medicine	28199810
Journal Article	The New England journal of medicine	28199808
Journal Article	The New England journal of medicine	28199807
Journal Article	The New England journal of medicine	28199806
c("Journal Article", "Randomized Controlled Trial")	The New England journal of medicine	28199805
Journal Article	The New England journal of medicine	28199804
Journal Article	The New England journal of medicine	28199802
Journal Article	JAMA	28199483
Journal Article	JAMA	28199468
Journal Article	JAMA	28199467
Journal Article	JAMA	28199458
c("Journal Article", "Meta-Analysis", "Review")	BMJ open	28196953
Journal Article	BMJ open	28196952
Journal Article	BMJ open	28196951
Journal Article	BMJ open	28196950
c("Journal Article", "Review")	BMJ open	28196949
Journal Article	BMJ open	28196948
Journal Article	BMJ open	28196947
c("Journal Article", "Multicenter Study")	BMJ open	28196946
Journal Article	BMJ open	28196945
Journal Article	BMJ open	28196944
Journal Article	BMJ open	28196943
Journal Article	BMJ (Clinical research ed.)	28196844
Journal Article	BMJ (Clinical research ed.)	28196835
Journal Article	BMJ (Clinical research ed.)	28196826
Journal Article	BMJ (Clinical research ed.)	28196819
Journal Article	BMJ (Clinical research ed.)	28196813
Journal Article	BMJ (Clinical research ed.)	28196795
Journal Article	The Lancet. Global health	28196641
Journal Article	The lancet. Diabetes &amp; endocrinology	28196628
Journal Article	JAMA	28196264
Journal Article	JAMA	28196263
Journal Article	JAMA	28196262
Journal Article	JAMA	28196260
c("Evaluation Studies", "Journal Article", "Multicenter Study")	JAMA	28196257
Journal Article	JAMA	28196256
c("Journal Article", "Randomized Controlled Trial")	JAMA	28196255
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28196254
Journal Article	JAMA	28196252
c("Letter", "Randomized Controlled Trial")	JAMA	28196244
Journal Article	JAMA	28196242
Journal Article	JAMA	28196240
Journal Article	JAMA	28196235
Journal Article	JAMA	28196234
Journal Article	JAMA	28196233
Journal Article	JAMA	28196232
Journal Article	JAMA	28196231
Journal Article	JAMA	28196201
Journal Article	JAMA	28196192
Journal Article	The New England journal of medicine	28195756
Journal Article	Lancet (London, England)	28195049
Journal Article	Lancet (London, England)	28195048
Journal Article	Lancet (London, England)	28195047
Journal Article	Lancet (London, England)	28195046
Journal Article	Lancet (London, England)	28195045
Journal Article	Lancet (London, England)	28195044
Journal Article	Lancet (London, England)	28195043
Journal Article	BMJ open	28193851
Journal Article	BMJ open	28193850
Journal Article	BMJ open	28193849
Journal Article	BMJ open	28193848
Journal Article	BMJ (Clinical research ed.)	28193675
Journal Article	BMJ (Clinical research ed.)	28193639
Journal Article	BMJ (Clinical research ed.)	28193638
Journal Article	BMJ (Clinical research ed.)	28193610
Journal Article	BMJ (Clinical research ed.)	28193607
Journal Article	BMJ (Clinical research ed.)	28193606
Journal Article	BMJ (Clinical research ed.)	28193603
Journal Article	The Lancet. Global health	28193400
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Global health	28193399
c("Journal Article", "Multicenter Study")	The Lancet. Global health	28193398
c("Journal Article", "Review")	The Lancet. Global health	28193397
Journal Article	The Lancet. Global health	28193387
Journal Article	The Lancet. Global health	28193386
Journal Article	The Lancet. Global health	28193385
Journal Article	The Lancet. Global health	28193384
Journal Article	The Lancet. Global health	28193383
Journal Article	The Lancet. Global health	28193382
Journal Article	The Lancet. Global health	28193381
Journal Article	The Lancet. Global health	28193380
Journal Article	JAMA	28192569
Journal Article	JAMA	28192565
Journal Article	The Lancet. Oncology	28190766
Journal Article	The Lancet. Oncology	28190765
Journal Article	The Lancet. Oncology	28190764
Journal Article	The Lancet. Oncology	28190763
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28190762
Journal Article	The Lancet. Neurology	28190752
Journal Article	Lancet (London, England)	28190581
c("Journal Article", "Review")	Lancet (London, England)	28190580
Journal Article	Lancet (London, England)	28190579
Journal Article	Lancet (London, England)	28190578
c("Journal Article", "Review")	Lancet (London, England)	28190577
Journal Article	The lancet. Diabetes &amp; endocrinology	28189656
Journal Article	The lancet. Diabetes &amp; endocrinology	28189654
Journal Article	The lancet. Psychiatry	28189575
Journal Article	The lancet. Psychiatry	28189574
c("Journal Article", "Meta-Analysis")	The Lancet. Respiratory medicine	28189522
Journal Article	The Lancet. Respiratory medicine	28189521
Journal Article	BMJ (Clinical research ed.)	28188243
Journal Article	BMJ open	28188156
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28188155
Journal Article	BMJ open	28188153
Journal Article	BMJ open	28188152
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	BMJ open	28188151
Journal Article	BMJ open	28188150
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28188149
Journal Article	BMJ (Clinical research ed.)	28188137
Journal Article	BMJ (Clinical research ed.)	28188136
Journal Article	BMJ (Clinical research ed.)	28188125
Journal Article	The Lancet. Oncology	28188087
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28188086
Journal Article	The lancet. HIV	28188031
Journal Article	The lancet. HIV	28188030
Journal Article	The Lancet. Neurology	28187921
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Neurology	28187920
Journal Article	Lancet (London, England)	28187916
Journal Article	Lancet (London, England)	28187915
Journal Article	Lancet (London, England)	28187913
Journal Article	The lancet. Psychiatry	28185901
Journal Article	The lancet. Psychiatry	28185900
Journal Article	The lancet. Psychiatry	28185899
c("Journal Article", "Review")	The Lancet. Infectious diseases	28185870
c("Journal Article", "Review")	The Lancet. Infectious diseases	28185869
c("Journal Article", "Review")	The Lancet. Infectious diseases	28185868
Journal Article	Lancet (London, England)	28185672
Journal Article	Lancet (London, England)	28185671
Journal Article	BMJ (Clinical research ed.)	28183855
c("Journal Article", "Review")	BMJ open	28183810
c("Journal Article", "Review")	BMJ open	28183809
c("Journal Article", "Multicenter Study")	BMJ open	28183808
c("Journal Article", "Multicenter Study")	BMJ open	28183807
Journal Article	BMJ open	28183806
Journal Article	BMJ (Clinical research ed.)	28183706
Journal Article	BMJ (Clinical research ed.)	28183705
Journal Article	BMJ (Clinical research ed.)	28183699
Journal Article	BMJ (Clinical research ed.)	28183694
Journal Article	BMJ (Clinical research ed.)	28183692
Journal Article	BMJ (Clinical research ed.)	28183691
Journal Article	BMJ open	28179418
Journal Article	BMJ open	28179417
Journal Article	BMJ open	28179416
Journal Article	BMJ open	28179415
Journal Article	BMJ open	28179414
Journal Article	BMJ open	28179413
Journal Article	BMJ (Clinical research ed.)	28179269
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28179267
Journal Article	BMJ (Clinical research ed.)	28179263
Journal Article	BMJ (Clinical research ed.)	28179262
Journal Article	BMJ (Clinical research ed.)	28179237
Journal Article	BMJ (Clinical research ed.)	28179236
Journal Article	BMJ (Clinical research ed.)	28179235
Journal Article	BMJ (Clinical research ed.)	28179234
Journal Article	BMJ (Clinical research ed.)	28179230
Journal Article	BMJ (Clinical research ed.)	28179218
Journal Article	The New England journal of medicine	28177874
Journal Article	The New England journal of medicine	28177873
Journal Article	The New England journal of medicine	28177872
Journal Article	The New England journal of medicine	28177866
Journal Article	The New England journal of medicine	28177864
Journal Article	The New England journal of medicine	28177862
Journal Article	The New England journal of medicine	28177861
c("Journal Article", "Review")	The New England journal of medicine	28177860
Journal Article	The New England journal of medicine	28177852
Journal Article	BMJ open	28174226
Journal Article	BMJ open	28174225
Journal Article	BMJ open	28174224
Journal Article	BMJ open	28174223
c("Journal Article", "Review")	BMJ open	28174222
Journal Article	BMJ open	28174221
Journal Article	BMJ open	28174220
Journal Article	BMJ open	28174219
Journal Article	BMJ (Clinical research ed.)	28174183
Journal Article	BMJ (Clinical research ed.)	28174182
Journal Article	BMJ (Clinical research ed.)	28174155
Journal Article	JAMA	28170486
Journal Article	JAMA	28170485
c("Journal Article", "Review")	JAMA	28170483
Journal Article	JAMA	28170482
Journal Article	JAMA	28170479
Journal Article	JAMA	28170471
Journal Article	JAMA	28170470
Journal Article	JAMA	28170469
Journal Article	JAMA	28170465
Journal Article	JAMA	28170464
Journal Article	JAMA	28170463
Journal Article	JAMA	28170458
Journal Article	Lancet (London, England)	28170335
Journal Article	Lancet (London, England)	28170325
Journal Article	Lancet (London, England)	28170324
Journal Article	Lancet (London, England)	28170323
Journal Article	Lancet (London, England)	28170321
Journal Article	The Lancet. Respiratory medicine	28169199
Journal Article	The Lancet. Respiratory medicine	28169198
Journal Article	The lancet. Diabetes &amp; endocrinology	28169174
Journal Article	The Lancet. Oncology	28169173
Journal Article	BMJ open	28167749
Journal Article	BMJ open	28167748
c("Journal Article", "Multicenter Study")	BMJ open	28167747
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	BMJ open	28167746
c("Journal Article", "Review")	BMJ open	28167745
c("Journal Article", "Meta-Analysis", "Review")	BMJ open	28167744
Journal Article	BMJ open	28167743
Journal Article	BMJ (Clinical research ed.)	28167636
Journal Article	BMJ (Clinical research ed.)	28167486
Journal Article	JAMA	28166322
Journal Article	The Lancet. Respiratory medicine	28163020
Journal Article	The Lancet. Oncology	28163005
Journal Article	The Lancet. Oncology	28163004
Journal Article	The Lancet. Oncology	28163003
Journal Article	The Lancet. Oncology	28163002
Journal Article	The Lancet. Oncology	28163001
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28163000
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28162999
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Haematology	28162984
Journal Article	Lancet (London, England)	28162781
Journal Article	Lancet (London, England)	28162780
Journal Article	The Lancet. Infectious diseases	28161571
c("Clinical Trial", "Journal Article", "Multicenter Study")	The Lancet. Infectious diseases	28161570
Journal Article	The Lancet. Infectious diseases	28161569
Journal Article	The Lancet. Infectious diseases	28161568
Journal Article	The lancet. Psychiatry	28161456
Journal Article	The lancet. Psychiatry	28161455
Journal Article	The Lancet. Respiratory medicine	28161215
Journal Article	Lancet (London, England)	28161017
Journal Article	Lancet (London, England)	28161016
Journal Article	BMJ open	28159853
c("Journal Article", "Review")	BMJ open	28159852
Journal Article	BMJ open	28159851
Journal Article	BMJ open	28159850
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28159849
Journal Article	BMJ open	28159848
Journal Article	BMJ open	28159847
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28159846
c("Journal Article", "Meta-Analysis", "Review")	BMJ open	28159845
Journal Article	BMJ (Clinical research ed.)	28159769
Journal Article	BMJ (Clinical research ed.)	28159746
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Respiratory medicine	28159608
Journal Article	The Lancet. Respiratory medicine	28159607
c("Journal Article", "Meta-Analysis", "Review")	The lancet. HIV	28159548
Journal Article	The lancet. HIV	28159547
c("Journal Article", "Review")	The Lancet. Infectious diseases	28159534
c("Journal Article", "Review")	The Lancet. Infectious diseases	28159533
Journal Article	The lancet. Diabetes &amp; endocrinology	28159506
c("Journal Article", "Multicenter Study")	The Lancet. Oncology	28159465
Journal Article	The Lancet. Oncology	28159464
Journal Article	Lancet (London, England)	28159391
c("Journal Article", "Review")	Lancet (London, England)	28159390
Journal Article	Lancet (London, England)	28159389
c("Journal Article", "Multicenter Study")	The Lancet. Haematology	28159192
Journal Article	The Lancet. Haematology	28159188
Journal Article	BMJ (Clinical research ed.)	28154129
Journal Article	BMJ (Clinical research ed.)	28154119
Journal Article	BMJ (Clinical research ed.)	28153977
Journal Article	BMJ (Clinical research ed.)	28153958
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	BMJ open	28153933
Journal Article	BMJ open	28153932
c("Journal Article", "Meta-Analysis", "Review")	BMJ open	28153931
c("Clinical Trial", "Journal Article")	BMJ (Clinical research ed.)	28153861
Journal Article	BMJ (Clinical research ed.)	28153855
c("Journal Article", "Review")	The lancet. Psychiatry	28153641
Journal Article	The Lancet. Global health	28153516
Journal Article	The Lancet. Global health	28153515
Journal Article	The Lancet. Global health	28153514
Journal Article	The Lancet. Global health	28153513
Journal Article	The lancet. HIV	28153471
Journal Article	The lancet. HIV	28153470
Journal Article	Lancet (London, England)	28153382
c("Journal Article", "Review")	The Medical journal of Australia	28152356
c("Journal Article", "Review")	The Medical journal of Australia	28152355
Journal Article	The Medical journal of Australia	28152354
Journal Article	The Medical journal of Australia	28152351
Journal Article	The Medical journal of Australia	28152350
Journal Article	The Medical journal of Australia	28152349
Journal Article	The Medical journal of Australia	28152348
Journal Article	The Medical journal of Australia	28152347
Journal Article	The Medical journal of Australia	28152345
Journal Article	The Medical journal of Australia	28152344
Journal Article	JAMA	28152127
Journal Article	BMJ open	28148537
Journal Article	BMJ open	28148536
Journal Article	BMJ open	28148535
c("Journal Article", "Meta-Analysis", "Review")	BMJ open	28148534
Journal Article	BMJ (Clinical research ed.)	28148486
Journal Article	BMJ (Clinical research ed.)	28148483
Journal Article	BMJ (Clinical research ed.)	28148481
Journal Article	BMJ (Clinical research ed.)	28148478
Journal Article	BMJ (Clinical research ed.)	28148475
Journal Article	The New England journal of medicine	28146670
Journal Article	The New England journal of medicine	28146669
Journal Article	The New England journal of medicine	28146668
c("Journal Article", "Review")	The New England journal of medicine	28146666
Journal Article	The New England journal of medicine	28146660
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28146658
Journal Article	The New England journal of medicine	28146657
Journal Article	The New England journal of medicine	28146653
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28146651
c("Journal Article", "Review")	The New England journal of medicine	28146650
Journal Article	The New England journal of medicine	28146648
Journal Article	The New England journal of medicine	28146413
Journal Article	The New England journal of medicine	28146412
Journal Article	Environmental health perspectives	28145871
Journal Article	Environmental health perspectives	28145870
Journal Article	The Lancet. Respiratory medicine	28145233
Journal Article	The Lancet. Respiratory medicine	28145232
Journal Article	The Lancet. Respiratory medicine	28145231
Journal Article	The Lancet. Respiratory medicine	28145230
Journal Article	The Lancet. Respiratory medicine	28145228
Journal Article	The Lancet. Respiratory medicine	28145227
Journal Article	The Lancet. Respiratory medicine	28145226
Journal Article	BMJ (Clinical research ed.)	28143900
Journal Article	BMJ (Clinical research ed.)	28143886
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28143840
Journal Article	BMJ open	28143839
Journal Article	BMJ open	28143838
Journal Article	BMJ open	28143837
Journal Article	BMJ open	28143836
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28143834
Journal Article	BMJ (Clinical research ed.)	28143810
Journal Article	The Lancet. Global health	28139443
Journal Article	The Lancet. Global health	28139442
Journal Article	The Lancet. Infectious diseases	28139432
Journal Article	The Lancet. Infectious diseases	28139431
Journal Article	The Lancet. Infectious diseases	28139430
Journal Article	The Lancet. Infectious diseases	28139429
Journal Article	The Lancet. Infectious diseases	28139428
Journal Article	The Lancet. Oncology	28139407
Journal Article	The Lancet. Oncology	28139406
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28139405
Journal Article	The Lancet. Oncology	28139404
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Neurology	28139349
Journal Article	The Lancet. Neurology	28139348
Journal Article	Lancet (London, England)	28139256
Journal Article	Lancet (London, England)	28139255
Journal Article	BMJ (Clinical research ed.)	28138094
Journal Article	BMJ open	28137931
Journal Article	BMJ open	28137930
Journal Article	BMJ open	28137929
Journal Article	BMJ open	28137928
c("Journal Article", "Multicenter Study")	BMJ open	28137927
Journal Article	BMJ open	28137926
Journal Article	BMJ (Clinical research ed.)	28137925
